Codice_articolo,Codice_variante,Costo,Data_riferimento
017.PM152,147,30.5,2023-08-28
017.PM152,148,18.0,2023-08-28
017.PM152,149,18.0,2023-08-28
017.PM152,150,18.0,2023-08-28
017.PM152,151,18.0,2023-08-28
017.PM152,152,18.0,2023-08-28
017.PM152,153,18.0,2023-08-28
017.PM152,154,18.0,2023-08-28
017.PM152,155,18.0,2023-08-28
017.PM152,156,18.0,2023-08-28
017.PM152,157,18.0,2023-08-28
017.PM152,158,18.0,2023-08-28
017.PM152,159,18.0,2023-08-28
017.PM152,160,18.0,2023-08-28
017.PM152,161,18.0,2023-08-28
017.PM152,162,18.0,2023-08-28
017.PM152,163,18.0,2023-08-28
017.PM152,164,18.0,2023-08-28
017.PM152,165,18.0,2023-08-28
017.PM152,166,18.0,2023-08-28
017.PM152,167,18.0,2023-08-28
017.PM152,168,18.0,2023-08-28
017.PM152,169,30.5,2023-08-28
017.PM152,170,18.0,2023-08-28
017.PM152,171,18.0,2023-08-28
017.PM152,172,18.0,2023-08-28
017.PM152,173,18.0,2023-08-28
017.PM152,174,18.0,2023-08-28
017.PM152,175,18.0,2023-08-28
017.PM152,176,18.0,2023-08-28
017.PM152,177,18.0,2023-08-28
017.PM152,178,18.0,2023-08-28
017.PM152,179,30.5,2023-08-28
017.PM152,180,30.5,2023-08-28
017.PM152,181,18.0,2023-08-28
017.PM152,182,30.5,2023-08-28
017.PM152,183,18.0,2023-08-28
017.PM152,184,18.0,2023-08-28
017.PM152,185,30.5,2023-08-28
017.PM152,186,18.0,2023-08-28
017.PM152,187,18.0,2023-08-28
017.PM152,188,30.5,2023-08-28
017.PM152,189,18.0,2023-08-28
017.PM152,190,18.0,2023-08-28
017.PM152,191,18.0,2023-08-28
017.PM152,192,18.0,2023-08-28
017.PM152,193,30.5,2023-08-28
017.PM152,194,18.0,2023-08-28
017.PM152,195,18.0,2023-08-28
017.PM152,196,30.5,2023-08-28
017.PM152,197,18.0,2023-08-28
017.PM152,198,18.0,2023-08-28
017.PM152,199,30.5,2023-08-28
017.PM152,200,18.0,2023-08-28
017.PM152,201,18.0,2023-08-28
017.PM152,202,18.0,2023-08-28
017.PM152,203,18.0,2023-08-28
017.PM152,204,18.0,2023-08-28
017.PM152,205,18.0,2023-08-28
017.PM152,206,30.5,2023-08-28
017.PM152,207,18.0,2023-08-28
017.PM152,208,30.5,2023-08-28
017.PM152,209,18.0,2023-08-28
017.PM152,210,30.5,2023-08-28
017.PM152,211,18.0,2023-08-28
017.PM152,212,30.5,2023-08-28
017.PM152,213,18.0,2023-08-28
017.PM152,214,30.5,2023-08-28
017.PM152,215,18.0,2023-08-28
017.PM152,216,30.5,2023-08-28
017.PM152,217,18.0,2023-08-28
017.PM152,218,18.0,2023-08-28
017.PM152,219,18.0,2023-08-28
017.PM152,220,18.0,2023-08-28
017.PM152,221,18.0,2023-08-28
017.PM152,222,18.0,2023-08-28
017.PM152,223,18.0,2023-08-28
017.PM152,224,18.0,2023-08-28
017.PM152,225,18.0,2023-08-28
017.PM152,226,18.0,2023-08-28
017.PM152,227,18.0,2023-08-28
017.PM152,228,18.0,2023-08-28
017.PM152,229,30.5,2023-08-28
017.PM152,230,18.0,2023-08-28
017.PM152,231,18.0,2023-08-28
017.PM152,232,30.5,2023-08-28
017.PM152,233,18.0,2023-08-28
017.PM152,234,18.0,2023-08-28
017.PM152,235,30.5,2023-08-28
017.PM152,236,18.0,2023-08-28
017.PM152,237,18.0,2023-08-28
017.PM152,238,30.5,2023-08-28
017.PM152,239,18.0,2023-08-28
017.PM152,240,18.0,2023-08-28
017.PM152,241,30.5,2023-08-28
017.PM152,242,30.5,2023-08-28
017.PM152,243,30.5,2023-08-28
017.PM152,244,30.5,2023-08-28
017.PM152,245,30.5,2023-08-28
017.PM152,246,18.0,2023-08-28
017.PM152,274,18.0,2023-08-28
017.PM152,275,18.0,2023-08-28
017.PM152,276,18.0,2023-08-28
017.PM152,277,18.0,2023-08-28
017.PM152,278,18.0,2023-08-28
017.PM152,279,18.0,2023-08-28
017.PM152,280,18.0,2023-08-28
017.PM152,281,18.0,2023-08-28
017.PM152,282,18.0,2023-08-28
017.PM152,283,18.0,2023-08-28
017.PM152,284,18.0,2023-08-28
017.PM152,285,18.0,2023-08-28
017.PM152,286,18.0,2023-08-28
017.PM152,287,18.0,2023-08-28
017.PM152,288,18.0,2023-08-28
017.PM152,289,18.0,2023-08-28
017.PM152,290,18.0,2023-08-28
017.PM152,291,18.0,2023-08-28
017.PM152,292,18.0,2023-08-28
017.PM152,293,18.0,2023-08-28
017.PM152,294,18.0,2023-08-28
017.PM152,295,18.0,2023-08-28
017.PM152,296,18.0,2023-08-28
017.PM152,297,18.0,2023-08-28
017.PM152,298,18.0,2023-08-28
017.PM152,299,18.0,2023-08-28
017.PM152,300,18.0,2023-08-28
017.PM152,301,18.0,2023-08-28
017.PM152,302,18.0,2023-08-28
017.PM152,303,18.0,2023-08-28
017.PM152,304,18.0,2023-08-28
017.PM152,305,18.0,2023-08-28
017.PM152,306,18.0,2023-08-28
017.PM152,307,18.0,2023-08-28
017.PM152,308,18.0,2023-08-28
017.PM152,309,18.0,2023-08-28
017.PM152,310,18.0,2023-08-28
017.PM152,311,18.0,2023-08-28
017.PM152,312,18.0,2023-08-28
017.PM152,313,18.0,2023-08-28
017.PM152,314,18.0,2023-08-28
017.PM152,315,18.0,2023-08-28
017.PM152,342,18.0,2023-08-28
017.PM152,408,18.0,2023-08-28
017.PM152,451,18.0,2023-08-28
017.PM152,505,18.0,2023-08-28
017.PM152,584,18.0,2023-08-28
017.PM152,673,18.0,2023-08-28
017.PM152,674,18.0,2023-08-28
017.PM152,675,18.0,2023-08-28
017.PM152,676,18.0,2023-08-28
017.PM152,677,18.0,2023-08-28
017.PM152,678,18.0,2023-08-28
017.PM152,683,18.0,2023-08-28
017.PM152,684,18.0,2023-08-28
017.PM152,685,18.0,2023-08-28
017.PM152,686,18.0,2023-08-28
017.PM152,687,18.0,2023-08-28
017.PM152,688,18.0,2023-08-28
017.PM152,689,18.0,2023-08-28
017.PM152,690,18.0,2023-08-28
017.PM152,691,18.0,2023-08-28
017.PM152,692,18.0,2023-08-28
017.PM152,693,18.0,2023-08-28
017.PM152,866,18.0,2023-08-28
017.PM152,867,18.0,2023-08-28
017.PM152,868,18.0,2023-08-28
017.PM152,1251,18.0,2023-08-28
017.PM152,1254,18.0,2023-08-28
017.PM152,1255,18.0,2023-08-28
017.PM152,1256,18.0,2023-08-28
017.PM152,1767,18.0,2023-08-28
017.PM152,1768,18.0,2023-08-28
017.PM153,1,50.0,2023-08-28
017.PM153,2,50.0,2023-08-28
017.PM153,3,50.0,2023-08-28
017.PM153,4,50.0,2023-08-28
017.PM153,5,50.0,2023-08-28
017.PM153,6,50.0,2023-08-28
017.PM153,7,50.0,2023-08-28
017.PM153,8,50.0,2023-08-28
017.PM153,9,50.0,2023-08-28
017.PM153,10,50.0,2023-08-28
017.PM153,12,50.0,2023-08-28
017.PM153,33,50.0,2023-08-28
017.PM153,53,50.0,2023-08-28
017.PM154,2,20.5,2023-08-28
017.PM154,4,20.5,2023-08-28
017.PM154,5,20.5,2023-08-28
017.PM154,6,32.0,2023-08-28
017.PM154,7,32.0,2023-08-28
017.PM156,0,200.0,2022-12-09
017.PM157,0,260.0,2017-03-13
017.PM162,0,30.0,2012-05-08
017.PM163,0,35.0,2012-05-30
017.PM201,0,2.394,2023-08-28
017.PM201AN,2,2.40014,2021-05-04
017.PM202AN,1,1.77176,2012-05-04
017.PM202AN,0,1.77176,2012-05-04
017.PM203AN,1,3.444,2012-05-08
017.PM204AN,1,4.466,2012-05-08
017.PM205,0,8.341,2023-08-28
017.PM206,1,6.4,2023-04-19
017.PM206,2,6.4,2023-04-19
017.PM206,3,6.4,2023-04-19
017.PM206AN,5,7.0,2023-08-28
017.PM206AN,6,7.0,2023-08-28
017.PM206AN,7,7.0,2023-08-28
017.PM206AN,0,7.0,2023-08-28
017.PM207,0,2.2002,2023-08-28
017.PM301,0,0.0739,2023-08-29
017.PM302,0,0.0118,2016-11-11
017.PM303,0,0.0143,2023-08-29
017.PM303,0,0.00762,2020-11-13
017.PM304,0,0.0219,2023-05-03
017.PM305,0,0.0068,2014-04-02
017.PM306,0,0.0255,2023-08-29
017.PM307,0,0.0167,2022-03-09
017.PM308,0,0.0222,2023-08-29
017.PM309,0,0.0239,2023-08-29
017.PM311,0,0.059,2023-05-03
017.PM312,0,0.0324,2022-12-09
017.PM313,0,0.01855,2022-12-09
017.PM314,0,0.0076,2023-08-29
017.PM315,0,0.009,2021-05-04
017.PM316,0,0.072,2023-08-29
017.PM317,0,0.0341,2023-08-29
017.PM318,0,0.01151,2018-03-14
017.PM319,0,0.15,2023-08-29
017.PM320,0,0.01833,2019-09-12
017.PM321,0,0.0835,2022-03-09
017.PM322,0,0.01204,2022-03-09
017.PM323,0,0.0898,2023-08-29
017.PM324,0,0.28,2023-05-03
017.PM324,0,0.238,2020-11-20
017.PM325,0,0.584,2022-12-13
017.PM326,0,3.0,2021-05-04
017.PM327,0,6.0,2021-05-11
017.PM328,0,0.5664,2022-12-13
017.PM329,0,2.53,2014-07-03
017.PM330,0,0.41,2014-04-02
017.PM331,0,0.36,2014-07-03
017.PM332,0,0.63,2014-07-03
017.PM333,0,0.63,2014-07-03
017.PM334,0,4.35,2014-07-03
017.PM335,0,4.26,2014-07-03
017.PM336,0,0.6864,2022-12-07
017.PM337,0,0.958,2022-12-09
017.PM338,0,0.20376,2018-03-14
017.PM339,0,0.207,2022-12-09
017.PM340,0,0.4192,2022-03-09
017.PM341,0,0.35077,2012-05-04
017.PM342,0,12.0,2015-09-08
017.PM343,0,7.905,2022-04-08
017.PM345,0,24.52764,2015-05-18
017.PM346,0,0.58348,2015-05-18
017.PM347,0,0.41,2012-05-04
017.PM348,0,0.41,2012-05-04
017.PM349,0,0.41,2012-05-04
017.PM350,0,0.40841,2012-05-04
017.PM351,0,8.9,2023-03-03
017.PM352,0,13.578,2023-08-29
017.PM353,0,2.5,2023-03-03
017.PM354.IGN,0,2.85,2015-10-27
017.PM354,0,3.35,2023-04-27
017.PM355.15,0,2.2,2015-08-04
017.PM355,0,2.59,2023-08-29
017.PM356.15,0,4.05,2022-12-13
017.PM356,0,2.715,2013-02-25
017.PM357,0,6.83,2023-08-29
017.PM357,0,5.1,2020-11-17
017.PM358,0,250.0,2015-08-27
017.PM359,0,150.0,2012-07-16
017.PM360,0,18.308,2019-09-12
017.PM361,0,11.41,2023-08-29
017.PM362,0,66.0,2012-05-30
017.PM363,0,8.5925,2021-05-04
017.PM364,0,66.0,2012-05-30
017.PM365,0,1.22897,2021-05-04
017.PM367,0,22.0,2021-05-04
017.PM368,0,206.78,2022-12-09
017.PM369,0,8.14,2023-05-03
017.PM370,0,1.45905,2019-09-12
017.PM371,0,24.816,2021-05-04
017.PM372,0,3.5,2012-05-04
017.PM373,0,1.6,2022-12-09
017.PM374,0,25.0,2012-05-08
017.PM375,0,15.28,2021-05-04
017.PM376,0,30.0,2012-05-08
017.PM377,0,27.093,2021-05-04
017.PM378,0,0.61255,2023-08-29
017.PM380,0,48.32,2012-05-04
017.PM381,0,79.512,2020-01-13
017.PM382,0,18.85,2018-07-31
017.PM384,0,1.1309,2023-05-03
017.PM385,0,7.69,2022-12-09
017.PM386.AL,0,4.75,2023-08-29
017.PM386,0,2.88,2022-12-09
017.PM387,0,38.0,2023-05-03
017.PM388,0,16.15,2021-05-04
017.PM389,0,10.75,2015-08-27
017.PM390,0,40.27,2021-05-04
017.PM391,0,25.15,2023-08-29
017.PM392,0,37.0,2023-08-29
017.PM393,0,10.85,2015-05-18
017.PM394,0,6.0,2023-08-29
017.PM395,0,75.0,2023-08-29
017.PM396,0,15.32857,2023-08-29
017.PM397,0,50.25,2023-08-29
017.PM398,0,51.5,2023-08-29
017.PM399,0,33.15,2022-03-09
017.PM402.A,0,6.629,2023-08-29
017.PM402,0,39.33343,2021-05-04
017.PM404,0,23.48,2023-08-29
017.PM405,0,46.48,2023-08-29
017.PM406,1,20.0,2013-09-26
017.PM406,3,20.0,2013-09-26
017.PM406,6,20.0,2019-10-30
017.PM406,0,20.0,2013-09-26
017.PM407,4,20.0,2013-09-26
017.PM407,8,20.0,2019-10-30
017.PM407,0,20.0,2013-09-26
017.PM408,1,16.0,2013-09-26
017.PM408,6,16.0,2019-10-30
017.PM408,0,16.0,2013-09-26
017.PM409,3,20.0,2013-09-26
017.PM409,7,20.0,2019-10-30
017.PM409,0,20.0,2013-09-26
017.PM410,1,20.0,2013-09-26
017.PM410,2,0.0,2016-12-29
017.PM410,3,20.0,2013-09-26
017.PM410,6,20.0,2019-10-30
017.PM410,0,20.0,2013-09-26
017.PM411,0,4.77304,2023-08-29
017.PM412,0,6.0,2022-10-04
017.PM414,1,39.8,2023-01-12
017.PM415,1,42.03,2023-01-12
017.PM416,1,40.3,2015-05-18
017.PM417,2,39.8,2023-01-12
017.PM418,1,39.8,2023-01-12
017.PM418,2,40.0,2012-05-08
017.PM419,1,46.52,2023-01-12
017.PM419_AL,1,46.52,2023-01-12
017.PM420,1,46.52,2023-01-12
017.PM420_AL,1,46.52,2023-01-12
017.PM421,1,48.75,2023-01-12
017.PM421_AL,1,50.34,2023-01-12
017.PM422,3,46.52,2023-01-12
017.PM422_AL,1,46.52,2023-01-12
017.PM423,1,46.52,2023-01-12
017.PM423_AL,1,46.52,2023-01-12
017.PM424,2,51.8,2023-01-12
017.PM424_AL,1,53.6,2023-01-12
017.PM425,1,46.52,2023-01-12
017.PM425_AL,1,46.52,2023-01-12
017.PM426,1,61.82,2023-01-12
017.PM426_AL,1,63.72,2023-01-12
017.PM427,1,46.52,2023-01-12
017.PM427_AL,1,46.52,2023-01-12
017.PM428,1,37.45,2015-05-19
017.PM428,2,37.45,2015-05-19
017.PM429,1,46.52,2023-01-12
017.PM429_AL,1,46.52,2023-01-12
017.PM430,1,63.02,2023-01-12
017.PM430_AL,1,65.14,2023-01-12
017.PM431,1,75.54,2023-01-12
017.PM431_AL,1,77.76,2023-01-12
017.PM433,1,53.5,2023-01-12
017.PM433_AL,1,55.16,2023-01-12
017.PM434,0,2.59351,2013-01-18
017.PM435,0,0.068,2023-08-29
017.PM436,0,0.36,2014-04-02
017.PM437,0,2.93219,2023-08-29
017.PM438,0,0.46,2022-12-09
017.PM438B,0,0.182,2023-05-03
017.PM440,0,1.38441,2015-12-30
017.PM441,0,1.49261,2023-08-29
017.PM442,0,1.6,2014-04-02
017.PM443,0,7.36,2014-04-02
017.PM444,0,1.4,2012-05-09
017.PM445,0,0.052,2022-04-08
017.PM446,0,0.13,2014-04-02
017.PM447,0,0.3612,2015-05-18
017.PM449,0,0.1681,2023-08-29
017.PM450,0,0.4012,2022-04-08
017.PM451,0,3.2391,2023-08-29
017.PM452,0,1.52,2014-04-02
017.PM453,0,0.073,2022-12-09
017.PM459,0,40.0,2017-10-12
017.PM459FT,0,40.0,2017-10-12
017.PM460,0,50.0,2023-08-28
017.PM460FT,0,30.0,2012-07-13
017.PM461,0,4.51,2023-08-29
017.PM463,0,0.0118,2017-02-21
017.PM464,0,0.009,2023-05-03
017.PM465,0,0.4,2022-12-09
017.PM466,0,0.29,2012-05-04
017.PM467,0,0.45084,2022-12-09
017.PM468,0,0.6457,2022-12-09
017.PM469,1,37.45,2015-05-19
017.PM470,1,48.35,2015-05-19
017.PM471,1,32.04,2015-05-19
017.PM472,0,3.89898,2013-01-18
017.PM474,0,0.0059,2023-05-03
017.PM476,0,4.12096,2015-05-18
017.PM477,0,2.58701,2013-01-18
017.PM478,0,10.83,2012-05-04
017.PM479,0,0.21,2012-05-04
017.PM480,0,8.0,2014-04-02
017.PM482,0,0.0092,2019-09-12
017.PM484,1,77.82,2023-01-12
017.PM485,1,39.3,2015-05-19
017.PM486,1,33.89,2015-05-19
017.PM487,0,0.5606,2017-02-21
017.PM488,0,0.075,2012-05-04
017.PM489BI,0,0.25,2012-05-04
017.PM489GC,0,0.25,2012-05-04
017.PM490C,0,0.5,2012-05-04
017.PM490F,0,8.75503,2015-05-18
017.PM490M,0,2.57502,2015-05-18
017.PM491,0,0.009,2022-03-09
017.PM492.C,0,2.95,2016-11-18
017.PM492,0,13.5,2016-11-18
017.PM494.15,0,0.83,2022-12-13
017.PM494.30,0,2.58,2015-05-13
017.PM496,0,5.0,2023-08-28
017.PM496FT,0,5.0,2012-07-13
017.PM497,0,30.0,2017-10-12
017.PM497FT,0,30.0,2017-10-12
017.PM499,0,0.0191,2022-03-09
017.PM500,0,3.125,2013-01-18
017.PM501,0,0.0605,2022-12-09
017.PM502,0,15.0,2023-08-28
017.PM502FT,0,15.0,2012-07-13
017.PM503,0,10.0,2023-08-28
017.PM503FT,0,10.0,2012-07-13
017.PM504,0,3.0,2023-08-29
017.PM505,0,2.4,2023-05-03
017.PM506,0,0.6272,2022-03-09
017.PM507,0,0.0,2012-05-10
017.PM507FT,0,0.0,2012-05-10
017.PM508.I,0,1.6,2017-09-20
017.PM508,0,1.2,2015-05-13
017.PM512,0,8.98,2023-08-29
017.PM513,0,43.15,2023-08-29
017.PM514,0,61.15,2023-08-29
017.PM516,0,0.1802,2023-08-29
017.PM517,0,0.021,2023-08-29
017.PM518,0,80.0,2013-06-03
017.PM519,0,40.0,2019-09-26
017.PM520,0,1.2,2014-01-20
017.PM521,0,96.17,2023-08-29
017.PM522,0,105.02,2023-08-29
017.PM523,0,105.60846,2023-08-29
017.PM524,0,1.2768,2022-12-09
017.PM525,0,0.483,2022-12-09
017.PM526,0,0.0392,2022-12-09
017.PM527,0,0.17378,2014-06-18
017.PM528,0,3.34851,2023-08-29
017.PM529,0,0.1182,2023-08-29
017.PM530,0,3.133,2023-08-29
017.PM531,0,2.76667,2023-08-29
017.PM532,0,0.52511,2023-08-29
017.PM533,0,0.3481,2023-08-29
017.PM534,0,2.0554,2023-08-29
017.PM535,0,6.254,2023-08-29
017.PM536,0,2.0414,2023-08-29
017.PM537,0,0.46,2015-05-14
017.PM539,0,4.5,2022-12-13
017.PM540,0,0.0205,2023-08-29
017.PM541,0,0.90721,2023-05-03
017.PM542,1,46.52,2023-01-12
017.PM543,1,70.19,2023-01-12
017.PM543_AL,1,72.51,2023-01-12
017.PM544,1,84.29,2023-01-12
017.PM544_AL,1,86.72,2023-01-12
017.PM545,1,46.52,2023-01-12
017.PM546,1,76.16,2023-01-12
017.PM546_AL,1,78.65,2023-01-12
017.PM547,1,91.59,2023-01-12
017.PM547_AL,1,94.19,2023-01-12
017.PM548,0,0.01,2022-12-13
017.PM549,0,3.33,2023-08-29
017.PM549,0,2.79,2020-11-17
017.PM550,0,0.0474,2023-08-29
017.PM551,0,0.045,2023-08-29
017.PM552,0,0.0381,2022-03-09
017.PM553,0,0.0315,2023-08-29
017.PM554,0,523.57,2023-08-29
017.PM555,0,164.25,2022-04-08
017.PM556,0,114.35,2022-12-09
017.PM557,0,8.0,2022-12-09
017.PM558,0,0.0191,2023-05-03
017.PM560.10,0,19.392,2022-12-13
017.PM561,0,0.77,2022-12-13
017.PM562,0,10.55,2023-08-29
017.PM563,0,10.56,2022-12-13
017.PM564,0,6.5,2022-10-04
017.PM565,0,4.2,2022-10-04
017.PM566,0,2.5,2022-10-04
017.PM567,0,92.0,2023-08-29
017.PM568,0,13.0616,2023-08-29
017.PM569,0,13.0616,2023-08-29
017.PM570,0,10.0474,2023-08-29
017.PM571,0,31.94638,2023-08-29
017.PM572,0,0.0155,2023-08-29
017.PM573,0,0.049,2023-08-29
017.PM574,0,0.066,2023-05-03
017.PM575,0,37.5,2023-08-29
017.PM576,0,11.0,2023-08-29
017.PM578,0,7.38,2023-08-29
017.PM579,0,8.4,2023-08-29
017.PM580,0,1.51733,2023-08-29
017.PM581,0,0.033,2023-08-29
017.PM582,0,0.0077,2023-08-29
017.PM583,0,0.0118,2023-05-03
017.PM583,0,0.0097,2020-11-13
017.PM584,0,0.035,2023-05-03
017.PM585,0,0.03865,2022-03-09
017.PM586,0,2.87,2021-09-23
017.PM587,0,10.2442,2023-08-29
017.PM588,0,0.64013,2023-08-29
017.PM589,0,4.13,2023-08-29
017.PM590,0,12.95,2023-08-29
017.PM591,0,32.5,2023-08-29
017.PM592,0,0.0118,2019-09-20
017.PM593,0,0.134,2023-08-29
017.PM594,0,0.0732,2018-11-09
017.PM595,0,0.3033,2018-11-09
017.PM596,0,0.2623,2018-11-09
017.PM597,0,30.17917,2023-08-29
017.PM598,0,5.85,2023-08-29
017.PM600,0,30.01333,2023-08-29
017.PM601,0,14.31444,2023-08-29
017.PM602,0,321.5,2023-08-29
017.PM602,0,242.0,2019-04-16
017.PM603,0,19.68,2023-08-29
017.PM604,0,23.1802,2023-08-29
017.PM605,0,0.079,2023-11-09
017.PM606,0,1.0,2019-11-22
017.PM607,0,109.08,2023-08-29
017.PM608,0,0.297,2023-08-29
017.PM609,0,66.0,2020-06-17
017.PM610,0,13.0,2020-06-17
017.PM611,0,7.5,2020-06-17
017.PM612,0,100.0,2021-07-16
017.PM613,0,110.0,2021-07-16
017.PM614,0,0.9994,2023-08-29
017.PM615,0,4.8644,2023-08-29
017.PM616,0,36.25,2022-04-04
017.PM617,0,10.60833,2023-08-29
017.PM618,0,1.95,2023-08-29
017.PM619,0,26.66667,2023-08-29
017.PM620,0,3.0,2022-05-17
017.PM621,0,2.1,2023-08-29
017.PM622,0,6.62,2023-03-03
017.PM623,0,1.6,2023-03-03
017.PM627,0,0.2023,2023-11-09
017.PM631,0,0.436,2023-11-09
017.PM632,0,0.2623,2023-11-09
017.PM641,0,12.89875,2023-11-09
017.PM642,0,0.01,2023-11-09
017.PM643,0,0.06,2023-11-09
017.PM644,0,0.05,2023-11-09
017.PM645,0,0.02,2023-11-09
017.PM646,0,2.9,2023-11-09
017.PM647,0,1.95,2023-11-09
017.PM648,0,0.04,2023-11-09
017.PM649,0,0.022,2023-11-09
017.PM650,0,0.08,2023-11-09
017.PM651,0,1.65,2023-11-09
017.PM652,0,0.05,2023-11-09
017.PM653,0,0.06,2023-11-09
017.PM654,0,0.02,2023-11-09
017.PM658,0,2.74,2024-01-16
017.PM659,0,0.44,2024-01-16
017.TD.ACC.003.GR,0,1.52,2024-02-20
017.TD.ACC.004.BI,0,2.97,2024-02-28
017.TD.ACC.005.10,0,2.52002,2024-01-02
017.TD.ACC.009.13,0,0.888,2024-02-20
017.TD.ACC.010.9613,0,1.17623,2024-02-20
017.TD.ACC.011.D16,0,12.2,2024-02-20
017.TD.ACC.012.4646,0,1.94427,2024-02-20
017.TD.ACC.012.D16,0,11.7,2024-02-20
017.TD.ACC.013.BI,0,5.424,2024-02-20
017.TD.ACC.014,0,0.12121,2024-02-20
017.TD.ACC.015.6114,0,12.57,2024-02-20
017.TD.ACC.015.6118,0,10.4,2024-02-20
017.TD.AGB.001.60,0,13.0,2024-02-20
017.TD.AGB.002.162828,0,9.79,2024-02-20
017.TD.AGB.002.163045,0,14.82,2024-02-20
017.TD.AGB.003.FR22,0,13.0,2024-02-20
017.TD.AGB.004.60,0,13.0,2024-02-20
017.TD.AGB.006.F16,0,11.79,2024-02-20
017.TD.ANT.005.BL,0,5.88,2024-02-20
017.TD.ANT.005.GR,0,5.14,2024-02-20
017.TD.ANT.006.GR,0,0.204,2024-02-20
017.TD.ASS.001.8592,0,33.0,2024-02-20
017.TD.CCE.002.2500,0,28.68,2024-02-20
017.TD.CIS.001,0,115.17333,2024-02-20
017.TD.CIS.002,0,8.52,2024-02-20
017.TD.CIS.003.5530,0,5.75,2024-02-20
017.TD.CIS.004,0,27.35,2024-02-20
017.TD.COM.001.1030,0,9.7,2024-02-20
017.TD.COM.001.1230,0,10.03,2024-02-20
017.TD.COM.002.1030,0,10.64,2024-02-20
017.TD.COM.002.1230,0,11.04,2024-02-20
017.TD.COM.003.1030,0,16.58,2024-02-20
017.TD.COM.004.2300,0,17.6,2024-02-20
017.TD.COM.005.1530,0,9.64,2024-02-20
017.TD.DOR.002.TS92,0,131.9,2024-02-20
017.TD.DOR.002.TS93,0,204.25,2024-02-20
017.TD.DOR.003.GSR,0,209.9,2024-02-20
017.TD.DOR.004.TS83,0,102.31,2024-02-20
017.TD.DOR.005.8350,0,21.5,2024-02-20
017.TD.GUA.GR,0,0.6,2024-02-20
017.TD.HOP.001.44,0,3.5,2024-02-20
017.TD.HOP.001.58,0,12.22,2024-02-20
017.TD.HOP.001,0,8.5775,2024-02-20
017.TD.HOP.002,0,16.7,2024-02-20
017.TD.HOP.003,0,5.13,2024-02-20
017.TD.HOP.004,0,18.5,2024-02-20
017.TD.HOP.006.69,0,3.5,2024-02-20
017.TD.HOP.007.69,0,48.89,2024-02-20
017.TD.INT.001.20,0,0.475,2024-02-20
017.TD.INT.001.30,0,0.695,2024-02-20
017.TD.INT.001.40,0,0.925,2024-02-20
017.TD.INT.003.109,0,1.018,2024-02-20
017.TD.INT.003.110,0,1.2678,2024-02-20
017.TD.LAN100.20,0,3.2,2024-02-20
017.TD.LAN120.40,0,6.5,2024-02-20
017.TD.LAV.0001,0,22.0,2024-02-20
017.TD.LAV.0002,0,22.0,2024-02-20
017.TD.LAV.0003,0,22.0,2024-02-20
017.TD.LAV.0004,0,22.0,2024-02-20
017.TD.LAV.0005,0,22.0,2024-02-20
017.TD.LAV.0006,0,22.0,2024-02-20
017.TD.LAV.0007,0,22.0,2024-02-20
017.TD.LAV.0008,0,22.0,2024-02-20
017.TD.LAV.0009,0,22.0,2024-02-20
017.TD.LAV.0010,0,22.0,2024-02-20
017.TD.LAV.0011,0,22.0,2024-02-20
017.TD.LAV.0012,0,22.0,2024-02-20
017.TD.LAV.0013,0,22.0,2024-02-20
017.TD.LAV.0014,0,22.0,2024-02-20
017.TD.LAV.0015,0,22.0,2024-02-20
017.TD.LAV.0016,0,22.0,2024-02-20
017.TD.LAV.0018,0,22.0,2024-02-20
017.TD.LAV.0022,0,22.0,2024-02-20
017.TD.LAV.0025,0,22.0,2024-02-20
017.TD.PRO.001.150,0,0.1666,2024-02-20
017.TD.SIM.001.1604D,0,19.47,2024-02-20
017.TD.SIM.001.1604S,0,19.47,2024-02-20
017.TD.SIM.001.160DX,0,11.8,2024-02-20
017.TD.SIM.001.160SX,0,11.8,2024-02-20
017.TD.SIM.003,0,10.02,2024-02-20
017.TD.TAP.001.GR,0,0.0128,2024-02-20
017.TD.TAP.001.NR,0,0.0138,2024-02-20
017.TD.TAP.002.GR,0,0.0109,2024-02-20
017.TD.TAP.002.NR,0,0.0113,2024-02-20
017.TD.TER.001,0,38.24,2024-02-20
017.TD.TER.002,0,16.16,2024-02-20
017.TD.TER.003.42,0,0.35301,2024-02-20
017.TD.VER.001,0,4.0,2024-02-21
017.TD.VER.001FT,0,4.0,2024-02-21
017.TD.VER.002,0,6.0,2024-02-21
017.TD.VER.002FT,0,6.0,2024-02-21
017.TD.VER.003,0,8.0,2024-02-21
017.TD.VER.003FT,0,8.0,2024-02-21
017.TD.VIT.001.12,0,0.0107,2024-02-20
017.TD.VIT.001.50,0,0.0362,2024-02-20
017.TD.VIT.002.70,0,0.092,2024-02-20
017.TD.VIT.003.10,0,0.0069,2024-02-20
017.TD.VIT.005.20,0,0.017,2024-02-20
017.TD.VIT.006.10,0,0.0195,2024-02-20
017.TD.VIT.007.30,0,0.0148,2024-02-20
017.TD.VIT.008.52,0,0.3255,2024-02-20
017.TD.VIT.008.65,0,0.3595,2024-02-20
017.TD.VIT.009.5,0,0.0119,2024-02-20
017.TD.VIT.010.10,0,0.0864,2024-02-20
017.TD.VIT.010.50,0,0.0492,2024-02-20
017.TD.VIT.011.4,0,0.06,2024-02-20
017.TD.VIT.012.10,0,0.0406,2024-02-20
