Codice_articolo,Codice_variante,Costo,Data_riferimento
017.TD.VIT.013.4,0,0.0048,2024-02-20
017.TD.VIT.013.4R,0,0.0021,2024-02-20
017.TD.VIT.014.5,0,0.0156,2024-02-20
017.TD.VIT.015.5,0,0.0029,2024-02-20
017.TD.VIT.016.45,0,0.0189,2024-02-20
017.TD.VIT.016.50,0,0.0465,2024-02-20
017.TD.VIT.017,0,0.0053,2024-02-20
017.TD.VIT.018.6,0,0.006,2024-02-20
017.TD.VIT.019,0,0.0108,2024-02-20
017.TD.VIT.020.12,0,0.0189,2024-02-20
017.TD.VIT.021.20,0,0.0072,2024-02-20
017.TD.VIT.022.60,0,0.1003,2024-02-20
027.101TEL.H,0,70.0,2020-09-30
027.101TEL,0,60.0,2020-09-30
027.103TEL.01,0,70.0,2020-09-30
027.103TEL.H.01,0,70.0,2020-09-30
027.103TEL.H,0,35.0,2020-09-30
027.103TEL,0,30.0,2020-09-30
027.104TEL,0,60.0,2020-09-30
028.007H81,0,0.07099,2022-04-08
028.220,0,500.0,2012-07-16
028.313ACGR,0,0.225,2016-09-09
028.611ACGR,0,0.3,2022-03-09
028.A11AVDX,1,23.7952,2022-04-19
028.A11AVDX,0,35.0,2023-08-28
028.A11AVSX,1,23.7952,2022-04-19
028.A11AVSX,0,35.0,2023-08-28
028.A12AVDX,1,47.5904,2022-04-19
028.A12AVDX,0,60.0,2023-08-28
028.A12AVSX,1,47.5904,2022-04-19
028.A12AVSX,0,60.0,2023-08-28
028.KACC019,0,4.51,2023-08-29
028.KACC021,0,1.51101,2023-08-29
028.KACC025,0,7.75,2021-05-11
033.GUAR_TEC.001,0,17.384,2017-09-20
039.A44L01.81.00.00N,0,96.0,2024-02-20
039.A44L02.51.00.00N,0,96.0,2024-02-20
039.A44L02.81.00.00N,0,96.0,2024-02-20
039.A44L04.51.00.00N,0,96.0,2024-02-20
039.A44L05.51.00.00N,0,96.0,2024-02-20
039.A44R02.51.00.00N,0,96.0,2024-02-20
039.A44R04.51.00.00N,0,96.0,2024-02-20
039.A44R05.51.00.00N,0,96.0,2024-02-20
039.A58L05.51.30.35N,0,110.0,2024-02-20
039.A58R05.51.30.35N,0,110.0,2024-02-20
045.OB.P1O,0,86.0,2023-08-28
045.OB.P1O,0,78.0,2022-04-01
045.OB.P1T,0,70.0,2024-02-06
045.OB.P1T,0,68.0,2022-04-01
045.OB.P2O,0,99.0,2024-02-06
045.OB.P2O,0,90.0,2022-04-01
045.OB.P2T,0,75.0,2024-02-06
045.OB.P2T,0,78.0,2022-04-01
045.OB.P3O,0,110.0,2024-02-06
045.OB.P3T,0,90.0,2024-02-06
045.OB.V1O,0,153.0,2023-08-28
045.OB.V1O,0,139.0,2022-04-01
045.OB.V1T,0,124.0,2023-08-28
045.OB.V1T,0,113.0,2022-04-01
045.OB.V2O,0,164.0,2023-08-28
045.OB.V2O,0,149.0,2022-04-01
045.OB.V2T,0,130.0,2023-08-28
045.OB.V2T,0,118.0,2022-04-01
045.OB.V3O,0,173.0,2023-08-28
045.OB.V3O,0,157.0,2022-04-01
045.OB.V3T,0,136.0,2023-08-28
045.OB.V3T,0,124.0,2022-04-01
045.OB.V4O,0,164.0,2023-08-28
045.OB.V4T,0,130.0,2023-08-28
045.OB.V5O,0,173.0,2023-08-28
045.OB.V5T,0,136.0,2023-08-28
052.ACC.BADGE.01,0,139.0,2023-09-27
052.ACC.GHI.1000,0,8.9,2020-11-20
052.ACC.GHI.1000,0,8.9,2020-11-20
052.ACC.GHI.1100,0,9.2,2020-11-20
052.ACC.GHI.1100,0,9.2,2020-11-20
052.ACC.GHI.1200,0,9.5,2020-11-20
052.ACC.GHI.1200,0,9.5,2020-11-20
052.ACC.GHI.400,0,7.295,2020-11-19
052.ACC.GHI.400,0,7.295,2020-11-19
052.ACC.GHI.500,0,7.5,2020-11-19
052.ACC.GHI.500,0,7.5,2020-11-19
052.ACC.GHI.600,0,7.7,2020-11-19
052.ACC.GHI.600,0,7.7,2020-11-19
052.ACC.GHI.700,0,8.03275,2020-11-19
052.ACC.GHI.700,0,8.03275,2020-11-19
052.ACC.GHI.800,0,8.19675,2020-11-19
052.ACC.GHI.800,0,8.19675,2020-11-19
052.ACC.GHI.900,0,5.6,2022-06-01
052.ACC.GHI.900,0,8.6065,2020-11-19
052.ACC.MOB.001,0,6.6,2020-11-20
052.ACC.MOB.001,0,6.6,2020-11-20
052.ACC.MOB.002,0,14.0,2020-11-20
052.ACC.MOB.002,0,14.0,2020-11-20
052.ACC.MOB.003,0,8.76,2020-11-20
052.ACC.MOB.003,0,8.76,2020-11-20
052.ACC.PAN.001,0,79.0,2020-11-16
052.ACC.PAN.001,0,79.0,2020-11-16
052.ACC.PAN.002,0,91.0,2020-11-16
052.ACC.PAN.002,0,91.0,2020-11-16
052.ACC.PAN.003,0,300.0,2020-11-16
052.ACC.PAN.003,0,300.0,2020-11-16
052.ACC.PBX.001,0,60.0,2023-01-18
052.ACC.POR.001.DOR,0,54.95,2020-11-16
052.ACC.POR.001.DOR,0,54.95,2020-11-16
052.ACC.POR.001.MER,0,9.19,2020-11-17
052.ACC.POR.001.MER,0,9.19,2020-11-17
052.ACC.POR.001.TEC,0,373.68,2020-10-28
052.ACC.POR.001.TEC,0,373.68,2020-10-28
052.ACC.POR.001.YDG,0,250.0,2023-10-04
052.ACC.POR.001.YDG,0,213.4,2020-11-16
052.ACC.POR.001,0,35.0,2022-07-04
052.ACC.POR.001,0,80.0,2020-11-17
052.ACC.POR.002.DOR,0,13.9,2020-11-17
052.ACC.POR.002.DOR,0,13.9,2020-11-17
052.ACC.POR.002.MER,0,31.0,2022-11-30
052.ACC.POR.002.MER,0,23.95,2020-11-17
052.ACC.POR.002.TEC,0,670.68,2020-10-28
052.ACC.POR.002.TEC,0,670.68,2020-10-28
052.ACC.POR.002.YDG,0,298.76,2020-10-29
052.ACC.POR.002.YDG,0,298.76,2020-10-29
052.ACC.POR.003.DOR,0,13.9,2020-11-17
052.ACC.POR.003.DOR,0,13.9,2020-11-17
052.ACC.POR.003.MER,0,17.0,2020-11-17
052.ACC.POR.003.MER,0,17.0,2020-11-17
052.ACC.POR.003.TEC,0,1144.62,2020-10-28
052.ACC.POR.003.TEC,0,1144.62,2020-10-28
052.ACC.POR.003.YDG,0,431.65,2020-10-29
052.ACC.POR.003.YDG,0,431.65,2020-10-29
052.ACC.POR.003,0,8.4,2020-11-17
052.ACC.POR.003,0,8.4,2020-11-17
052.ACC.POR.004.MER,0,20.68,2020-11-17
052.ACC.POR.004.MER,0,20.68,2020-11-17
052.ACC.POR.004.TEC,0,52.38,2020-10-28
052.ACC.POR.004.TEC,0,52.38,2020-10-28
052.ACC.POR.004.YDG,0,370.0,2023-10-04
052.ACC.POR.004.YDG,0,354.05,2020-10-29
052.ACC.POR.004,0,119.13,2020-11-17
052.ACC.POR.004,0,119.13,2020-11-17
052.ACC.POR.005.YDG,0,61.75,2020-10-29
052.ACC.POR.005.YDG,0,61.75,2020-10-29
052.ACC.POR.005,0,30.33,2020-11-17
052.ACC.POR.005,0,30.33,2020-11-17
052.ACC.POR.006.YDG,0,15.0,2020-10-29
052.ACC.POR.006.YDG,0,15.0,2020-10-29
052.ACC.POR.006,0,132.19,2020-11-20
052.ACC.POR.006,0,132.19,2020-11-20
052.ACC.POR.007.YDG,0,22.8,2020-10-29
052.ACC.POR.007.YDG,0,22.8,2020-10-29
052.ACC.POR.007,0,113.96,2020-11-17
052.ACC.POR.007,0,113.96,2020-11-17
052.ACC.POR.008.YDG,0,24.0,2020-10-30
052.ACC.POR.008.YDG,0,24.0,2020-10-30
052.ACC.POR.008,0,1379.92,2020-10-29
052.ACC.POR.008,0,1379.92,2020-10-29
052.ACC.POR.009,0,2162.37,2020-12-04
052.ACC.POR.009,0,2162.37,2020-12-04
052.ACC.POR.010,0,1718.5,2020-10-29
052.ACC.POR.010,0,1718.5,2020-10-29
052.ACC.POR.011,0,1450.65,2020-10-29
052.ACC.POR.011,0,1450.65,2020-10-29
052.ACC.POR.012,0,522.5,2022-02-11
052.ACC.POR.013,0,14.0,2022-02-11
052.ACC.POR.014,0,240.0,2023-02-03
052.ACC.POR.015,0,2500.0,2023-02-03
052.ACC.POR.016.ATX,0,1290.0,2023-10-10
052.ACC.POR.017,0,95.0,2023-10-05
052.ACC.POR.018.ATX,0,1750.0,2023-10-10
052.ACC.POR.019.ATX,0,690.0,2023-10-10
052.ACC.POR.020.ATX,0,1370.0,2023-10-10
052.ACC.SPECC.01,0,22.0,2020-11-12
052.ACC.SPECC.01,0,22.0,2020-11-12
052.ACC.SPECC.02,0,27.0,2020-10-30
052.ACC.SPECC.02,0,27.0,2020-10-30
052.ACC.SPECC.03,0,30.0,2020-10-30
052.ACC.SPECC.03,0,30.0,2020-10-30
052.MP.002,0,1.1742,2023-08-28
052.MP.002,0,3.16406,2020-10-15
052.MP.004,0,1.5998,2023-08-28
052.MP.004,0,1.302,2020-10-28
052.MP.005,0,1.80386,2023-08-28
052.MP.005,0,1.422,2020-10-28
052.MP.006,0,5.00726,2023-08-28
052.MP.006,0,3.909,2020-10-28
052.MP.007,0,1.8297,2023-08-28
052.MP.007,0,1.467,2020-10-28
052.MP.008,0,0.779,2023-08-28
052.MP.008,0,0.615,2020-10-28
052.MP.021,0,4.3814,2023-08-28
052.MP.021,0,3.459,2020-10-28
052.MP.022,0,0.7524,2023-08-28
052.MP.022,0,0.594,2020-11-09
052.MP.023,0,6.0914,2023-08-28
052.MP.023,0,4.809,2020-10-28
052.MP.024,0,4.332,2023-08-28
052.MP.024,0,3.408,2020-10-28
052.MP.025,0,1.4478,2023-08-28
052.MP.025,0,1.122,2020-10-28
052.MP.026,0,2.34384,2023-08-28
052.MP.026,0,1.842,2020-10-28
052.MP.027,0,2.21236,2023-08-28
052.MP.027,0,1.686,2020-10-28
052.MP.028,0,5.8558,2023-08-28
052.MP.028,0,4.623,2020-11-06
052.MP.030,0,2.85,2023-08-28
052.MP.030,0,2.25,2020-10-28
052.MP.031,0,3.0134,2023-08-28
052.MP.031,0,2.406,2020-10-28
052.MP.032,0,2.8576,2023-08-28
052.MP.032,0,2.256,2020-10-28
052.MP.033,0,9.9332,2023-08-28
052.MP.033,0,7.968,2020-10-28
052.MP.035,0,2.58,2020-10-19
052.MP.035,0,2.58,2020-10-19
052.MP.036,0,0.78,2020-10-19
052.MP.036,0,0.78,2020-10-19
052.MP.037,0,0.94,2020-10-19
052.MP.037,0,0.94,2020-10-19
052.MP.038,0,1.56,2020-10-19
052.MP.038,0,1.56,2020-10-19
052.MP.041,0,1.76,2023-04-19
052.MP.041,0,1.366,2020-10-19
052.MP.042,0,2.532,2023-04-19
052.MP.042,0,1.973,2020-10-19
052.MP.043,0,1.198,2023-04-19
052.MP.043,0,1.009,2020-10-19
052.MP.055,0,3.21936,2023-08-28
052.MP.055,0,2.526,2020-10-28
052.MP.060,0,6.6082,2023-08-28
052.MP.060,0,5.217,2020-10-28
052.MP.061,0,4.5638,2023-08-28
052.MP.061,0,3.603,2020-10-28
052.MP.065,0,7.0452,2023-08-28
052.MP.065,0,5.562,2020-10-28
052.MP.066,0,6.6158,2023-08-28
052.MP.066,0,5.223,2019-10-23
052.MP.067,0,5.1794,2023-08-28
052.MP.067,0,4.089,2019-10-23
052.MP.068,0,6.631,2023-08-28
052.MP.068,0,5.235,2019-10-23
052.MP.071,0,4.605,2019-10-23
052.MP.072,0,3.081,2019-10-23
052.MP.080,0,1.56,2019-10-23
052.MP.081,0,0.5634,2019-10-23
052.MP.084,0,0.8436,2023-08-28
052.MP.084,0,0.666,2019-10-23
052.MP.086,0,3.513,2019-10-23
052.MP.088,0,1.3072,2023-08-28
052.MP.088,0,1.032,2019-10-23
052.MP.089,0,2.926,2023-08-28
052.MP.089,0,2.31,2019-10-23
052.MP.090,0,6.2016,2023-08-28
052.MP.090,0,4.896,2019-10-23
052.MP.091,0,5.7532,2023-08-28
052.MP.091,0,4.542,2019-10-23
052.MP.092,0,3.8456,2023-08-28
052.MP.092,0,3.036,2019-10-23
052.MP.11492,0,3.4048,2023-08-28
052.MP.11492,0,2.688,2020-11-10
052.MP.11493,0,5.7266,2023-08-28
052.MP.11493,0,4.521,2020-11-17
052.MP.11494,0,3.8684,2023-08-28
052.MP.11494,0,3.054,2020-11-17
052.MP.11495,0,3.5606,2023-08-28
052.MP.11495,0,2.811,2020-11-17
052.MP.11496,0,4.5334,2023-08-28
052.MP.11496,0,3.579,2020-11-17
052.MP.11497,0,2.7094,2023-08-28
052.MP.11497,0,2.139,2020-11-17
052.MP.11498,0,1.6226,2023-08-28
052.MP.11498,0,1.281,2020-11-17
052.MP.11514,0,3.7848,2023-08-28
052.MP.11514,0,2.988,2020-11-17
052.MP.936,0,3.2718,2023-08-28
052.MP.936,0,2.583,2019-10-23
052.MP.937,0,1.6264,2023-08-28
052.MP.937,0,1.284,2019-10-23
052.MP.938,0,2.2306,2023-08-28
052.MP.938,0,1.761,2019-10-23
052.MP.ABS.1,1,0.2714,2020-11-16
052.MP.ABS.1,1,0.2714,2020-11-16
052.MP.ALV20.37,0,16.83,2023-09-20
052.MP.ALV20.37,0,17.5,2020-12-17
052.MP.ALV20.43,0,19.03,2023-09-20
052.MP.ALV20.43,0,20.0,2020-12-17
052.MP.ALV20.54,0,23.02,2023-09-20
052.MP.ALV20.54,0,25.3,2020-12-17
052.MP.ALV20.60,0,25.22,2023-09-20
052.MP.ALV20.60,0,25.3,2020-12-17
052.MP.BASE.02,0,0.48,2020-10-19
052.MP.BASE.02,0,0.48,2020-10-19
052.MP.CAL.01,0,3.696,2020-11-27
052.MP.CAL.01,0,3.696,2020-11-27
052.MP.CAS.503,0,1.05753,2020-10-19
052.MP.CAS.503,0,1.05753,2020-10-19
052.MP.CAS.504,0,1.23,2020-10-19
052.MP.CAS.504,0,1.23,2020-10-19
052.MP.CAS.506,0,1.62,2020-12-16
052.MP.CAS.506,0,1.62,2020-12-16
052.MP.CAT.01,0,2.1488,2020-10-19
052.MP.CAT.01,0,2.1488,2020-10-19
052.MP.CAT.02,0,3.1968,2020-10-19
052.MP.CAT.02,0,3.1968,2020-10-19
052.MP.CAT.03,0,2.465,2024-03-01
052.MP.CAVPUL.01,0,2.55,2021-06-01
052.MP.CAVSEM.01,0,10.77333,2020-10-19
052.MP.CAVSEM.01,0,10.77333,2020-10-19
052.MP.CAVSEM.02,0,10.73,2020-10-29
052.MP.CAVSEM.02,0,10.73,2020-10-29
052.MP.CAVSEM.03,0,7.5,2023-09-22
052.MP.CAVSEM.03,0,8.45,2020-11-16
052.MP.CAVSEN.01,0,11.799,2023-09-22
052.MP.CAVSEN.01,0,10.77304,2020-10-29
052.MP.CAVSER.01,0,11.8,2023-09-22
052.MP.CAVSER.01,0,10.77304,2020-10-19
052.MP.CEAN.01,0,15.675,2020-10-19
052.MP.CEAN.01,0,15.675,2020-10-19
052.MP.CEDO.01,0,10.5,2020-10-19
052.MP.CEDO.01,0,10.5,2020-10-19
052.MP.CEDO.02,0,7.387,2022-12-06
052.MP.CEDO.02,0,6.8,2020-10-19
052.MP.CEDO.03,0,10.5,2020-10-19
052.MP.CEDO.03,0,10.5,2020-10-19
052.MP.CEFA.01,0,2.058,2023-11-29
052.MP.CEFA.02,0,4.655,2023-11-29
052.MP.CEFA.03,0,11.41,2023-11-29
052.MP.CEFA.04,0,11.41,2023-11-29
052.MP.CEN.01,0,394.44,2020-10-19
052.MP.CEN.01,0,394.44,2020-10-19
052.MP.CERN.02,0,1.284,2020-10-19
052.MP.CERN.02,0,1.284,2020-10-19
052.MP.CHDA,0,22.0,2020-10-19
052.MP.CHDA,0,22.0,2020-10-19
052.MP.CHES,0,54.95,2023-04-19
052.MP.CHES,0,43.0,2020-10-19
052.MP.CHIN,0,152.94,2023-04-19
052.MP.CHIN,0,108.0,2020-10-19
052.MP.CHSL.DX,0,17.0,2020-10-19
052.MP.CHSL.DX,0,17.0,2020-10-19
052.MP.CHSL.SX,0,17.0,2020-10-19
052.MP.CHSL.SX,0,17.0,2020-10-19
052.MP.CHSX.01,0,109.0368,2020-10-19
052.MP.CL5105,0,8.45,2021-06-25
052.MP.CL7499,0,4.7652,2023-08-28
052.MP.CL7499,0,3.762,2020-11-11
052.MP.CNT.01,0,275.0,2023-10-04
052.MP.CNT.02,0,130.0,2023-10-04
052.MP.COL.01,0,9.49,2023-08-29
052.MP.COL.01,0,3.74306,2020-10-19
052.MP.COL.02,0,3.33,2022-12-09
052.MP.COL.02,0,5.0,2020-10-19
052.MP.COL.03,0,7.18,2022-12-09
052.MP.COL.03,0,8.4,2020-10-19
052.MP.COL.04,0,3.56,2022-12-07
052.MP.COL.04,0,3.28,2020-11-27
052.MP.COL.05,0,7.68,2022-12-07
052.MP.COL.05,0,3.28,2020-11-27
052.MP.COL.06,0,6.66,2022-12-09
052.MP.COL.06,0,4.2,2020-10-19
052.MP.COL.07,0,43.98,2023-09-11
052.MP.CTGE,0,6.9,2022-04-01
052.MP.CTGE,0,4.8,2020-10-19
052.MP.CTS.01,0,0.022,2020-10-19
052.MP.CTS.01,0,0.022,2020-10-19
052.MP.CTS.02,0,0.02,2020-10-19
052.MP.CTS.02,0,0.02,2020-10-19
052.MP.CTS.03,0,0.02727,2020-10-19
052.MP.CTS.03,0,0.02727,2020-10-19
052.MP.CTS.04,0,0.0224,2023-01-26
052.MP.CTS.04,0,0.0128,2020-11-27
052.MP.CTS.05,0,0.0082,2020-10-19
052.MP.CTS.05,0,0.0082,2020-10-19
052.MP.CTS.06.2,0,1.54,2020-10-19
052.MP.CTS.06.2,0,1.54,2020-10-19
052.MP.CTS.06.3,0,2.21,2020-10-19
052.MP.CTS.06.3,0,2.21,2020-10-19
052.MP.CTS.06,0,1.2,2021-05-11
052.MP.CTS.06,0,3.5,2020-11-27
052.MP.CTS.07,0,1.55,2020-10-19
052.MP.CTS.07,0,1.55,2020-10-19
052.MP.CTS.08,0,0.0615,2020-10-19
052.MP.CTS.08,0,0.0615,2020-10-19
052.MP.CTS.09,0,6.0,2022-12-06
052.MP.CTS.09,0,4.5,2020-10-19
052.MP.CTS.10,0,0.27,2020-10-19
052.MP.CTS.10,0,0.27,2020-10-19
052.MP.CTS.11,0,0.3371,2020-10-19
052.MP.CTS.11,0,0.3371,2020-10-19
052.MP.CTS.12,0,1.12,2022-12-06
052.MP.CTS.12,0,1.1205,2020-10-19
052.MP.CTS.13,0,0.117,2020-10-19
052.MP.CTS.13,0,0.117,2020-10-19
052.MP.CTS.14,0,0.095,2020-10-19
052.MP.CTS.14,0,0.095,2020-10-19
052.MP.CTS.15,0,0.1456,2020-10-19
052.MP.CTS.15,0,0.1456,2020-10-19
052.MP.CTS.16,0,0.048,2020-10-19
052.MP.CTS.16,0,0.048,2020-10-19
052.MP.CTS.17,0,0.041,2022-08-03
052.MP.CTS.17,0,0.0205,2020-10-19
052.MP.CTS.18,0,0.068,2020-10-19
052.MP.CTS.18,0,0.068,2020-10-19
052.MP.CTS.19,0,8.36633,2020-10-19
052.MP.CTS.19,0,8.36633,2020-10-19
052.MP.CTS.20,0,1.6184,2020-10-19
052.MP.CTS.20,0,1.6184,2020-10-19
052.MP.CTS.21,0,2.3058,2020-10-19
052.MP.CTS.21,0,2.3058,2020-10-19
052.MP.CTS.22,0,1.5,2020-10-19
052.MP.CTS.22,0,1.5,2020-10-19
052.MP.CTS.23,0,0.89,2020-10-19
052.MP.CTS.23,0,0.89,2020-10-19
052.MP.CTS.24,0,1.43,2020-10-19
052.MP.CTS.24,0,1.43,2020-10-19
052.MP.CTS.25,0,0.02,2023-01-26
052.MP.CTS.26,0,0.15,2023-02-03
052.MP.CTS.ALU,0,38.0,2023-01-25
052.MP.CTS.ALU,0,37.375,2020-10-19
052.MP.CTS.HPL,1,30.0,2023-10-17
052.MP.CTS.HPL,1,21.97677,2020-10-19
052.MP.CTS.HPL,2,30.0,2023-10-17
052.MP.CTS.HPL,2,21.97678,2020-11-13
052.MP.CTS.HPL,3,30.0,2023-10-17
052.MP.CTS.HPL,3,21.97678,2020-11-13
052.MP.CTS.HPL,0,21.97677,2020-10-19
052.MP.CTS.PVC,0,20.0,2022-12-07
052.MP.CTS.PVC,0,16.14969,2020-10-19
052.MP.CTS.SPS.001,0,7.65,2021-02-17
052.MP.CTS.SPS.001,0,10.5,2020-11-20
052.MP.CTS.SPS.002,0,3.9,2023-01-26
052.MP.CTS.SPS.002,0,3.4,2020-10-28
052.MP.CTS.SPS.003,0,4.9,2023-05-03
052.MP.CTS.SPS.003,0,4.3,2020-10-28
052.MP.CTS.SPS.004,0,1.55,2023-05-03
052.MP.CTS.SPS.004,0,1.45,2020-10-28
052.MP.CTS.SPS.005,0,1.45,2020-10-28
052.MP.CTS.SPS.005,0,1.45,2020-10-28
052.MP.CTS.SPS.006,0,1.45,2020-10-28
052.MP.CTS.SPS.006,0,1.45,2020-10-28
052.MP.CTS.SPS.007,0,0.9,2023-05-03
052.MP.CTS.SPS.007,0,0.75,2020-10-28
052.MP.CTS.SPS.008,0,1.55,2023-01-26
052.MP.CTS.SPS.008,0,1.45,2020-11-20
052.MP.CTS.SPS.009,0,1.55,2023-01-26
052.MP.CTS.SPS.009,0,1.45,2020-11-20
052.MP.CTS.SPS.010,0,1.55,2023-01-26
052.MP.CTS.SPS.010,0,1.45,2020-11-20
052.MP.GHIG.01,0,8.03275,2020-10-19
052.MP.GUA.01,0,0.257,2020-10-19
052.MP.GUA.01,0,0.257,2020-10-19
052.MP.GUA.02,0,0.5009,2020-10-19
052.MP.GUA.02,0,0.5009,2020-10-19
052.MP.GUA.03,0,0.375,2022-12-09
052.MP.HPL.1,1,6.0,2022-04-01
052.MP.HPL.1,1,8.34751,2020-11-16
052.MP.HPL.1,2,6.0,2022-04-01
052.MP.HPL.1,2,8.34751,2020-11-16
052.MP.HPL.1,3,6.0,2022-04-01
052.MP.HPL.1,3,8.34751,2020-11-16
052.MP.HPL.1,4,6.0,2022-04-01
052.MP.HPL.1,4,8.34751,2020-11-16
052.MP.HPL.1,0,8.34751,2020-10-19
052.MP.HPL.4,2,14.2,2023-04-19
052.MP.HPL.4,2,15.04104,2020-11-13
052.MP.HPL.4,3,14.2,2023-04-19
052.MP.HPL.4,3,15.041,2020-11-27
052.MP.HPL.4,0,15.041,2020-11-27
052.MP.INC.01,0,198.0,2020-10-28
052.MP.INC.01,0,198.0,2020-10-28
052.MP.LA.AL.10,1,4.9,2023-08-28
052.MP.LA.AL.10,1,3.8,2020-10-19
052.MP.LA.AL.10,2,7.1,2023-08-28
052.MP.LA.AL.10,2,5.0,2020-10-28
052.MP.LA.IN.08,0,3.0,2023-08-28
052.MP.LA.IN.08,0,2.9,2020-10-19
052.MP.LA.IN.10,0,3.0,2023-08-28
052.MP.LA.IN.10,0,2.9,2020-10-19
052.MP.LA.IN.15,0,3.0,2023-08-28
052.MP.LA.IN.20,0,3.0,2023-08-28
052.MP.LA.IN.30,0,3.0,2023-08-28
052.MP.LA.PE.08,2,11.5,2023-04-20
052.MP.LA.PE.08,0,11.5,2023-08-28
052.MP.LA.PL.08,1,13.65,2023-08-28
052.MP.LA.PL.08,1,9.0,2020-10-28
052.MP.LA.PL.08,0,9.0,2020-10-28
052.MP.LA.PL.12,0,20.18,2023-08-28
052.MP.LA.PR.06,1,1.3,2023-08-28
052.MP.LA.PR.06,2,1.3,2023-08-29
052.MP.LA.PR.08,1,1.3,2023-08-28
052.MP.LA.PR.08,1,1.1,2020-10-28
052.MP.LAMUV.01,0,11.065,2020-10-19
052.MP.LAMUV.01,0,11.065,2020-10-19
052.MP.LAN100.100,0,16.7,2020-10-19
052.MP.LAN100.37,0,10.3,2023-09-20
052.MP.LAN100.37,0,5.37,2020-12-17
052.MP.LAN100.43,0,11.35,2023-09-20
052.MP.LAN100.43,0,6.24,2020-12-17
052.MP.LAN100.54,0,14.0,2023-09-20
052.MP.LAN100.54,0,7.83,2020-12-17
052.MP.LAN100.60,0,14.85,2023-09-20
052.MP.LAN100.60,0,6.80001,2021-01-19
052.MP.MAA.01,0,85.905,2023-12-20
052.MP.MAA.01,0,80.529,2020-10-19
052.MP.MAA.02,0,98.6875,2023-12-20
052.MP.MAN.01,0,8.7438,2020-10-19
052.MP.MAN.01,0,8.7438,2020-10-19
052.MP.MAS.01,0,7.875,2020-10-19
052.MP.MAS.01,0,7.875,2020-10-19
052.MP.MAS.02,0,7.875,2021-03-26
052.MP.MAS.02,0,15.75,2020-11-20
052.MP.MAS.03,0,10.5,2021-03-26
052.MP.MAS.03,0,21.0,2020-11-20
052.MP.MDF,0,6.5,2022-04-01
052.MP.MDF,0,4.47966,2020-10-19
052.MP.MEC.01,0,95.0,2023-09-22
052.MP.MEC.01,0,86.18381,2020-10-19
052.MP.MEC.02,0,72.5,2023-10-04
052.MP.MEC.02,0,70.38,2020-10-29
052.MP.MOB.001,0,3.02,2020-10-28
052.MP.MOB.001,0,3.02,2020-10-28
052.MP.MOB.002,0,1.6203,2020-10-19
052.MP.MOB.002,0,1.6203,2020-10-19
052.MP.MOB.003,0,0.49,2020-10-28
052.MP.MOB.003,0,0.49,2020-10-28
052.MP.MOB.004,0,0.2,2020-11-17
052.MP.MOB.004,0,0.2,2020-11-17
052.MP.MOB.005,0,0.85,2020-11-19
052.MP.MOB.005,0,0.85,2020-11-19
052.MP.MOB.006,0,0.6,2020-11-17
052.MP.MOB.006,0,0.6,2020-11-17
052.MP.MOB.007,0,2.375,2020-10-28
052.MP.MOB.007,0,2.375,2020-10-28
052.MP.MOB.008,0,0.07,2020-11-16
052.MP.MOB.008,0,0.07,2020-11-16
052.MP.MOB.009,0,1.705,2022-11-30
052.MP.MOB.009,0,1.7051,2020-10-28
052.MP.MOB.01,0,3.02,2020-11-27
052.MP.MOB.010,0,0.54875,2022-12-06
052.MP.MOB.010,0,0.5487,2020-10-28
052.MP.MOB.011,0,0.10688,2020-10-28
052.MP.MOB.011,0,0.10688,2020-10-28
052.MP.MOB.012,0,0.04559,2020-10-28
052.MP.MOB.012,0,0.04559,2020-10-28
052.MP.MOB.013,0,0.04995,2020-10-28
052.MP.MOB.013,0,0.04995,2020-10-28
052.MP.MOB.014,0,0.0302,2020-10-28
052.MP.MOB.014,0,0.0302,2020-10-28
052.MP.MOB.015,0,2.66,2024-01-16
052.MP.PES35.37,0,7.622,2022-12-07
052.MP.PES35.37,0,3.7,2020-12-17
052.MP.PES35.43,0,8.858,2022-12-07
052.MP.PES35.43,0,4.3,2020-12-17
052.MP.PES35.54,0,11.124,2022-12-07
052.MP.PES35.54,0,5.4,2020-12-17
052.MP.PES35.60,0,12.36,2022-12-07
052.MP.PES35.60,0,6.0,2020-12-17
052.MP.PLAFUV.01,0,19.31,2020-10-28
052.MP.PLAFUV.01,0,19.31,2020-10-28
052.MP.POH.SA,0,6.6,2020-10-28
052.MP.POH.SA,0,6.6,2020-10-28
052.MP.POL35.37,0,9.176,2022-04-01
052.MP.POL35.37,0,9.0,2020-11-26
052.MP.POL35.43,0,10.664,2022-04-01
052.MP.POL35.43,0,11.6,2020-12-02
052.MP.POL35.54,0,12.312,2022-04-01
052.MP.POL35.54,0,12.5,2020-10-28
052.MP.POL35.60,0,13.68,2022-04-01
052.MP.POL35.60,0,12.50534,2020-10-28
052.MP.POM.01,0,28.0,2020-10-28
052.MP.POM.01,0,28.0,2020-10-28
052.MP.POM.02,0,23.95267,2020-10-28
052.MP.POM.02,0,23.95267,2020-10-28
052.MP.POM.03,0,9.185,2020-10-28
052.MP.POM.03,0,9.185,2020-10-28
052.MP.POM.04,0,15.2316,2020-11-20
052.MP.POM.04,0,15.2316,2020-11-20
052.MP.PON.01,0,6.48,2020-11-20
052.MP.PON.01,0,6.48,2020-11-20
