,PC1,PC2,Codice_articolo,Categoria
81,1.3474242078912904,-2.31578082979181,017.PM152,Vetri
82,1.9214111726568974,-2.4009143760296303,017.PM152,Vetri
83,1.9136353372217565,-2.52629663228606,017.PM152,Vetri
84,2.1365645289834894,-1.91206488736045,017.PM152,Vetri
85,2.054354360592702,-2.1438525801677524,017.PM152,Vetri
86,1.8801928003593293,-2.1556064322116524,017.PM152,Vetri
87,1.4862015558301378,-2.5064897762235003,017.PM152,Vetri
88,2.2590988490637933,-2.4969866175416846,017.PM152,Vetri
89,1.5034102346159446,-1.964167926705826,017.PM152,Vetri
90,1.7767546295110714,-2.340067846445679,017.PM152,Vetri
91,1.9875253506465875,-2.123364370362203,017.PM152,Vetri
92,1.7386244183545114,-2.2455179565630785,017.PM152,Vetri
93,1.7310845263499386,-2.0815718221943893,017.PM152,Vetri
94,1.684428412948957,-2.5497528625439365,017.PM152,Vetri
95,1.765557395147607,-2.0192309266400827,017.PM152,Vetri
96,1.56344448420059,-2.403021959491854,017.PM152,Vetri
97,1.6210912042898629,-2.687392800520954,017.PM152,Vetri
98,1.9168019880688005,-2.389453908648041,017.PM152,Vetri
99,2.12767616358544,-2.0361039265604988,017.PM152,Vetri
100,2.227297752052743,-2.5627273952288165,017.PM152,Vetri
101,1.5689913828574273,-2.559725531289072,017.PM152,Vetri
102,1.7926208554813021,-2.8119517275418717,017.PM152,Vetri
103,1.4312313859681476,-1.9370000374876697,017.PM152,Vetri
104,1.8233752884474757,-1.7310762989898172,017.PM152,Vetri
105,2.0219535556489903,-1.9222685443956198,017.PM152,Vetri
106,2.1286983563355144,-2.320958276745955,017.PM152,Vetri
107,1.947601856370516,-2.605992601064433,017.PM152,Vetri
108,1.4715530696205354,-2.3240047532200006,017.PM152,Vetri
109,1.8647909231323294,-2.1187098506409052,017.PM152,Vetri
110,2.1832448710246615,-2.601531088083663,017.PM152,Vetri
111,1.6456826438190737,-1.8766623072050321,017.PM152,Vetri
112,1.814654790278822,-2.574646939117256,017.PM152,Vetri
113,1.6981498367842784,-2.295080397219445,017.PM152,Vetri
114,1.5878237107199613,-2.4657924473195068,017.PM152,Vetri
115,1.4452075129611706,-2.261705380377973,017.PM152,Vetri
116,1.8153412436968694,-2.7203055454808824,017.PM152,Vetri
117,1.9025710658832922,-2.3513193932730814,017.PM152,Vetri
118,1.552768725851481,-2.0844438354517534,017.PM152,Vetri
119,1.6711988054313809,-2.3732125770843653,017.PM152,Vetri
120,1.3940894247411977,-2.5788760511163176,017.PM152,Vetri
121,1.740185656626784,-2.6870926112422793,017.PM152,Vetri
122,1.8311281718315238,-2.180941091494046,017.PM152,Vetri
123,2.125474748033796,-1.8857362251258616,017.PM152,Vetri
124,1.7550827165927365,-1.7078177600937567,017.PM152,Vetri
125,1.6863056089112638,-2.554050604030434,017.PM152,Vetri
126,1.1947766433264562,-1.9440711161603983,017.PM152,Vetri
127,2.072688127807091,-2.7657768156118414,017.PM152,Vetri
128,1.4566644698951055,-2.5809833438781546,017.PM152,Vetri
129,2.213577807754051,-2.388622735528312,017.PM152,Vetri
130,2.049306921031825,-1.987682374878496,017.PM152,Vetri
131,1.954347529104753,-1.4695671681529936,017.PM152,Vetri
132,1.6716472978362769,-2.2281162510657273,017.PM152,Vetri
133,2.053267001269898,-1.8547990253715765,017.PM152,Vetri
134,1.4817117033220428,-2.346096891676748,017.PM152,Vetri
135,2.1572737727586038,-2.395214768494171,017.PM152,Vetri
136,1.4629164387000437,-2.1546629238887647,017.PM152,Vetri
137,1.9220135177211501,-2.1098272206907156,017.PM152,Vetri
138,2.2539025370244503,-2.3419615929044912,017.PM152,Vetri
139,1.2823394035209679,-2.3031893396367833,017.PM152,Vetri
140,1.222035107388043,-2.009037689221683,017.PM152,Vetri
141,1.7915745933810259,-2.8107607988394205,017.PM152,Vetri
142,1.2834434274750115,-2.047740531553471,017.PM152,Vetri
143,1.9905725081944714,-1.7040664972610802,017.PM152,Vetri
144,1.9390428004561802,-1.5873359892276409,017.PM152,Vetri
145,2.312213450110915,-2.4822357975563505,017.PM152,Vetri
146,1.6734952764150877,-2.8132308764914997,017.PM152,Vetri
147,2.203638690007839,-2.3638329083270873,017.PM152,Vetri
148,1.4990374417734462,-2.832013091416535,017.PM152,Vetri
149,1.4297234861805783,-2.3681881822457083,017.PM152,Vetri
150,1.8692520927645828,-2.418982630356585,017.PM152,Vetri
151,1.5017105440135383,-1.6695455544954112,017.PM152,Vetri
152,1.5319596925683023,-2.17952500338922,017.PM152,Vetri
153,2.1013769243226212,-2.5438536059380445,017.PM152,Vetri
154,1.4299953669835994,-2.5129031169220433,017.PM152,Vetri
155,1.487114442010436,-1.9268075813015577,017.PM152,Vetri
156,1.3420644460569724,-2.152248754386832,017.PM152,Vetri
157,1.2731387793317943,-1.8438803271136373,017.PM152,Vetri
158,1.3206661579417334,-1.8110255750767283,017.PM152,Vetri
159,1.7566033770584288,-2.580417203010327,017.PM152,Vetri
160,2.0003123104245373,-1.987795054125746,017.PM152,Vetri
161,1.77965227504994,-2.200901061053356,017.PM152,Vetri
162,1.7502985535526132,-1.982161606123248,017.PM152,Vetri
163,1.7803862904818955,-2.202492522685234,017.PM152,Vetri
164,1.7046662734688502,-2.1645127245134215,017.PM152,Vetri
165,2.0175814216158225,-2.1981158600742825,017.PM152,Vetri
166,2.095934455131291,-2.1360756733625403,017.PM152,Vetri
167,1.3992853154516058,-2.4138372896589835,017.PM152,Vetri
168,1.800140245450969,-2.1033837027447113,017.PM152,Vetri
169,2.2680330439106426,-2.08490597712584,017.PM152,Vetri
170,1.2507564730105964,-2.055271374472813,017.PM152,Vetri
171,2.0255249690566934,-1.710004454478351,017.PM152,Vetri
172,2.190632646933275,-2.619962245904246,017.PM152,Vetri
173,1.534947269696925,-2.185650746049292,017.PM152,Vetri
174,2.220952887553615,-2.5509746091019077,017.PM152,Vetri
175,1.890923363657842,-2.325199205307041,017.PM152,Vetri
176,1.610180654591309,-2.5186477820352557,017.PM152,Vetri
177,2.2040204661194003,-2.6503910677613587,017.PM152,Vetri
178,1.781694286853223,-2.7857368323132903,017.PM152,Vetri
179,1.905043101118328,-2.5060581904301955,017.PM152,Vetri
180,1.5960856448388943,-2.1891309225328754,017.PM152,Vetri
181,1.9232233673237975,-2.117098814857386,017.PM152,Vetri
182,1.5693735587484,-2.417722766403796,017.PM152,Vetri
183,2.394935996751049,-2.3981269720962826,017.PM152,Vetri
184,1.3304646863627683,-1.9807896402911986,017.PM152,Vetri
185,1.8935787951867347,-2.1886700793162843,017.PM152,Vetri
186,2.0263638398627983,-2.220195944881454,017.PM152,Vetri
187,1.7633231352426635,-2.1618797792535323,017.PM152,Vetri
188,1.9776328429563677,-2.3899997249870877,017.PM152,Vetri
189,1.863678968414741,-2.1124151162399274,017.PM152,Vetri
190,1.8320267178404417,-2.9087925890507935,017.PM152,Vetri
191,1.5566766607922415,-2.3866664032128946,017.PM152,Vetri
192,2.1388161810680852,-1.9170281399592128,017.PM152,Vetri
193,1.8399995495369195,-2.5378147158731115,017.PM152,Vetri
194,1.9831144231786964,-2.257467524738158,017.PM152,Vetri
195,2.445997247804562,-2.5217381335381144,017.PM152,Vetri
196,1.8352239299066755,-2.041368033848737,017.PM152,Vetri
197,2.1343122234016016,-1.9061388829040828,017.PM152,Vetri
198,2.223050659989178,-2.411469111382458,017.PM152,Vetri
199,1.9920217700878395,-2.427731892779467,017.PM152,Vetri
200,1.5062073153730562,-2.4065828338673434,017.PM152,Vetri
201,2.0329760003128214,-2.672720718626602,017.PM152,Vetri
202,1.3638670668947128,-2.352671566249151,017.PM152,Vetri
203,1.6204425133886156,-2.093627846819614,017.PM152,Vetri
204,1.532173866397864,-2.562931847534913,017.PM152,Vetri
205,1.4953898437018929,-2.6738818294211395,017.PM152,Vetri
206,1.7608068041285518,-2.092917755009884,017.PM152,Vetri
207,2.1634915381961917,-2.41160299313194,017.PM152,Vetri
208,2.127008638167307,-2.033086950160433,017.PM152,Vetri
209,1.5033334293004132,-2.6691416097844556,017.PM152,Vetri
210,1.1767325340251868,-1.9012378598402293,017.PM152,Vetri
211,2.0163344156902427,-2.0502369742439646,017.PM152,Vetri
212,1.8718524548466102,-2.1917839140988677,017.PM152,Vetri
213,2.167129297571777,-1.9863815344588336,017.PM152,Vetri
214,2.060001830302628,-1.8699923791749673,017.PM152,Vetri
215,1.638092338260807,-2.4412386493365195,017.PM152,Vetri
216,1.520059486408894,-2.7366049843022617,017.PM152,Vetri
217,1.9704286828979123,-2.0031003070791424,017.PM152,Vetri
218,1.6605529436432518,-2.0558588351815534,017.PM152,Vetri
219,1.7465913333588592,-2.5549660651768966,017.PM152,Vetri
220,2.1559807402127102,-2.1154400705636847,017.PM152,Vetri
221,1.8433102546079134,-2.498630151363943,017.PM152,Vetri
222,1.254705117237714,-1.9444125153199456,017.PM152,Vetri
223,1.8155096218490692,-2.5619893763271104,017.PM152,Vetri
224,1.8391418930511045,-2.0561915668611337,017.PM152,Vetri
225,1.5609026249656108,-1.9575309774990455,017.PM152,Vetri
226,1.882472292564482,-2.014651689751886,017.PM152,Vetri
227,1.6526715386662059,-2.4745422490291777,017.PM152,Vetri
228,1.9821123315650422,-2.113841398128494,017.PM152,Vetri
229,1.9720327254049577,-2.5239401959707917,017.PM152,Vetri
230,1.7996572879953316,-2.183545451551583,017.PM152,Vetri
231,1.7341024911728897,-2.087357393562967,017.PM152,Vetri
232,1.8717760344992187,-2.105694552587235,017.PM152,Vetri
233,1.454092450834786,-2.1401777274598563,017.PM152,Vetri
234,1.8828644092734659,-1.960333061846527,017.PM152,Vetri
235,1.6679581255772058,-2.219591901173924,017.PM152,Vetri
236,2.115361826130598,-1.8433963928799568,017.PM152,Vetri
237,1.350158716533873,-1.8839415314637766,017.PM152,Vetri
238,1.9948292338320135,-2.4000613398509563,017.PM152,Vetri
239,1.5520150307633438,-2.0836368598679407,017.PM152,Vetri
240,1.716973141728706,-2.153461624311735,017.PM152,Vetri
241,2.424088523422407,-2.4666312106168684,017.PM152,Vetri
242,1.9261716390187011,-2.411571290030191,017.PM152,Vetri
243,2.029693349137564,-2.3750517962596036,017.PM152,Vetri
244,1.4345498358561193,-2.5282006887911113,017.PM152,Vetri
245,2.060048166771606,-3.027001800511049,017.PM152,Vetri
246,1.9020300228634621,-2.496955189345339,017.PM152,Vetri
247,1.8383093293289483,-2.489352740587834,017.PM152,Vetri
248,1.5753151651852406,-2.4329322006078615,017.PM152,Vetri
249,2.070493994204941,-2.9061340309473103,017.PM152,Vetri
250,1.3122493506394248,-2.083174611233898,017.PM152,Vetri
251,1.7223382361514694,-1.7705991034914013,017.PM152,Vetri
252,1.5392904712288629,-2.6339697612913984,017.PM152,Vetri
253,1.5134125149914144,-2.6937364368854797,017.PM152,Vetri
254,1.4238046326096194,-2.644969824022174,017.PM152,Vetri
255,2.2083296328415534,-2.2284730513681574,017.PM152,Vetri
256,1.2091062101854757,-1.952941522447366,017.PM152,Vetri
257,1.7632843858036498,-2.156627630057675,017.PM152,Vetri
258,1.8854788120360184,-2.1650853140107578,017.PM152,Vetri
259,1.7019184742141307,-2.1175418601626985,017.PM152,Vetri
260,1.929527526964188,-2.276136759669228,017.PM152,Vetri
261,2.1316319731986773,-2.041538839817349,017.PM152,Vetri
262,1.841804410520668,-2.886792125844535,017.PM152,Vetri
263,1.694130800833743,-2.423273503467278,017.PM152,Vetri
264,1.2186235991974785,-2.00314671720287,017.PM152,Vetri
265,1.8289515097523987,-2.000599042848525,017.PM152,Vetri
266,2.274594004491032,-2.483460419185473,017.PM152,Vetri
267,1.8250285985347579,-2.162396909819334,017.PM152,Vetri
268,2.198180063175632,-2.2135835147250233,017.PM152,Vetri
269,1.9392277926719799,-2.094042387714396,017.PM152,Vetri
270,2.0610165318179523,-2.447980585094663,017.PM152,Vetri
271,1.6348399402787153,-2.5750772529610066,017.PM152,Vetri
272,1.9463630395722287,-2.7507377337558223,017.PM152,Vetri
273,1.6503863822652574,-1.8849467388856567,017.PM152,Vetri
274,1.8189479092571872,-2.295380312381334,017.PM152,Vetri
275,1.5956459364449376,-2.6259356656880235,017.PM152,Vetri
276,1.7121420533146385,-2.039370040270281,017.PM152,Vetri
277,2.2923843191287703,-2.2917707125247198,017.PM152,Vetri
278,1.4988052985468616,-2.5345122172758936,017.PM152,Vetri
279,1.4947745949539823,-2.6713147282757794,017.PM152,Vetri
280,1.9868578921942703,-1.8366942036489988,017.PM152,Vetri
281,1.4998021195618036,-1.9557617177493571,017.PM152,Vetri
282,2.058929333108121,-2.4410454525378444,017.PM152,Vetri
283,1.7828384649883848,-2.3536589817523708,017.PM152,Vetri
284,2.263388454751214,-2.364998478064382,017.PM152,Vetri
285,1.3054250808630006,-2.0661439599198754,017.PM152,Vetri
286,2.3430026902979644,-2.559172484907005,017.PM152,Vetri
287,2.344303892551733,-2.5592192004646113,017.PM152,Vetri
288,1.8462506084041614,-1.3530581514019142,017.PM152,Vetri
289,1.5781947166138979,-2.584048008339534,017.PM152,Vetri
290,2.207976950792527,-2.0863080435822208,017.PM152,Vetri
291,1.549725670513097,-2.3703275849283485,017.PM152,Vetri
292,1.3330564727719354,-2.133594191003021,017.PM152,Vetri
293,1.3873687549467528,-2.2656199094383194,017.PM152,Vetri
294,2.2879625341147865,-2.4259571584131967,017.PM152,Vetri
295,1.7906219729665913,-2.2297718203625494,017.PM152,Vetri
296,1.8802114506588041,-1.8677901122389342,017.PM152,Vetri
297,1.7036809104799002,-2.159629035305825,017.PM152,Vetri
298,1.8735463103685888,-2.1369388693127727,017.PM152,Vetri
299,1.8088405142313968,-2.125572382110272,017.PM152,Vetri
300,1.7690746028489934,-2.4642316306953735,017.PM152,Vetri
301,1.5042220044044285,-2.694629963979947,017.PM152,Vetri
302,1.4629041045060265,-1.866285510576151,017.PM152,Vetri
303,2.121551024903345,-2.309526971038874,017.PM152,Vetri
304,1.6771866498574264,-1.8061546308920122,017.PM152,Vetri
305,1.6706123047432666,-2.0816660187585754,017.PM152,Vetri
306,1.778530080441226,-2.0520769125754663,017.PM152,Vetri
307,1.5445658312474735,-2.213446484558525,017.PM152,Vetri
308,2.1468515895759883,-1.938232057606062,017.PM152,Vetri
309,2.2243881555615914,-1.9821419819365478,017.PM152,Vetri
310,1.6628587933673653,-1.9177454110221595,017.PM152,Vetri
311,2.0621144131532083,-2.4533444511785665,017.PM152,Vetri
312,1.276466084928992,-2.1411966865146455,017.PM152,Vetri
313,1.8589446708705386,-2.681151976680168,017.PM152,Vetri
314,1.9518178284123,-1.895514482574455,017.PM152,Vetri
315,1.7279299584142145,-2.5101804898371762,017.PM152,Vetri
316,1.458507259992288,-1.859319086885909,017.PM152,Vetri
317,1.8898931433331048,-2.174955425555943,017.PM152,Vetri
318,2.043083786408553,-1.6827779799928717,017.PM152,Vetri
319,1.9386240114257782,-1.7223738709522443,017.PM152,Vetri
320,2.349796423428997,-2.4334695289558983,017.PM152,Vetri
321,1.6210130715190545,-2.1045617786813127,017.PM152,Vetri
322,2.1923739085492233,-1.9059148417128244,017.PM152,Vetri
323,2.0781625835377846,-2.635588328601295,017.PM152,Vetri
324,2.151807411788612,-2.526018771537216,017.PM152,Vetri
325,1.507484489148621,-1.9726042092888014,017.PM152,Vetri
326,1.4418361953443408,-2.1070691603189817,017.PM152,Vetri
327,1.54430426813083,-2.3571962837507283,017.PM152,Vetri
328,1.5200156437175227,-2.2955987851441493,017.PM152,Vetri
329,1.819671926459174,-2.2979690005741418,017.PM152,Vetri
330,1.1120770422005941,-1.8889044739588379,017.PM152,Vetri
331,1.968355608528537,-1.9361049661048306,017.PM152,Vetri
332,1.4486272908360356,-2.707485231520838,017.PM152,Vetri
333,1.3382535256849517,-1.7124596898211712,017.PM152,Vetri
334,2.0092599076001534,-2.321915615589542,017.PM152,Vetri
335,1.6364792408399071,-1.8514013548566894,017.PM152,Vetri
336,2.1150399156812605,-2.1495606436445414,017.PM152,Vetri
337,1.663133267678829,-2.3527650842776917,017.PM152,Vetri
338,1.4554275599281157,-2.287774392709468,017.PM152,Vetri
339,1.9473022182435038,-1.7368085913248077,017.PM152,Vetri
340,2.2057008667699356,-2.0830303111751816,017.PM152,Vetri
341,1.3891562971769331,-2.2684348465374287,017.PM152,Vetri
342,1.4703373370788102,-2.468095044783203,017.PM152,Vetri
343,1.7603326653471376,-2.588153088183415,017.PM152,Vetri
344,2.136693499172595,-2.60411185002592,017.PM152,Vetri
345,1.9599328161160476,-2.429673845596937,017.PM153,Vetri
346,2.0746535514357234,-2.238633595320919,017.PM153,Vetri
347,2.2960264006023534,-2.365691601607912,017.PM153,Vetri
348,2.00937697483765,-2.18472900675803,017.PM153,Vetri
349,2.2182686988786764,-2.1219087731709756,017.PM153,Vetri
350,1.7895525973407065,-2.1198318525220827,017.PM153,Vetri
351,1.8224155304127914,-2.982818145324451,017.PM153,Vetri
352,1.859213926323452,-2.499664248539378,017.PM153,Vetri
353,1.5445943532077242,-2.2058577172941862,017.PM153,Vetri
354,1.65645573537383,-2.320823087209683,017.PM153,Vetri
355,2.202908933493748,-2.189808455810608,017.PM153,Vetri
356,1.3840117157638236,-2.1784814214129575,017.PM153,Vetri
357,1.58908148994011,-2.890284088733375,017.PM153,Vetri
358,1.721134579091247,-2.6286304780744496,017.PM153,Vetri
359,2.1289150471817293,-2.6981572956795863,017.PM154,Vetri
360,1.5520798524678718,-2.1909383174616863,017.PM154,Vetri
361,2.0276969552586204,-1.9464638977983135,017.PM154,Vetri
362,2.1932242110233395,-2.9635276833653603,017.PM154,Vetri
363,1.4745007637927072,-2.7697650950150527,017.PM154,Vetri
364,1.690941832731313,-2.176207133283184,017.PM154,Vetri
365,2.1581494131744545,-2.3267251279075176,090.VSO33,Vetri
366,1.588125255736011,-2.4592974491967636,090.VSO33,Vetri
367,2.334808765787673,-2.680341553200416,090.VSO33,Vetri
368,2.234469585433723,-2.2940290221080746,090.VSO33,Vetri
369,1.886250047556934,-2.242510398261837,090.VSO33,Vetri
370,2.0155673600690744,-2.409257305367781,090.VSO33,Vetri
371,1.6684385544147025,-2.437603829955998,090.VSO33,Vetri
372,1.8698858933470144,-1.693930119476898,090.VSO33,Vetri
373,2.0507678986483557,-1.9176258741873986,090.VSO33,Vetri
374,2.156675703327606,-2.6084935235426134,090.VSO33,Vetri
375,1.8989417232975099,-2.851488839356173,090.VSO33,Vetri
376,1.6106751984448366,-2.0790509330133875,090.VSO33,Vetri
377,1.7779940391173523,-2.1940241069215776,090.VSO33,Vetri
378,1.8551838124322635,-2.456674074134619,090.VSO33,Vetri
379,1.4583488114831866,-2.076014621970349,090.VSO33,Vetri
380,1.514352347696482,-2.646159955921489,090.VSO33,Vetri
381,1.5511378264540792,-2.2974698349592457,090.VSO33,Vetri
382,1.7957062919055051,-2.0236078799477752,090.VSO33,Vetri
383,1.567089068774743,-2.773650057889818,090.VSO33,Vetri
384,1.7970311212061596,-2.535579041176893,090.VSO33,Vetri
385,2.013317357169697,-1.5411304821382972,090.VSO33,Vetri
386,1.9519462763212938,-2.9091634217791214,090.VSO33,Vetri
387,1.439415989559442,-1.885124325129743,090.VSO33,Vetri
388,1.5409439745677698,-2.1298972339159965,090.VSO33,Vetri
389,1.6850010869439993,-2.4776402086906737,090.VSO33,Vetri
390,2.16011069566985,-2.04134288644295,090.VSO33,Vetri
391,1.9862523715345024,-2.1961952954369903,090.VSO33,Vetri
392,1.4523289583844448,-1.9859460016983654,090.VSO33,Vetri
393,1.954992414804035,-1.973405890293602,090.VSO33,Vetri
394,1.6487432361403636,-2.1006564946565995,090.VSO33,Vetri
395,2.1929662524681452,-2.191863074761216,090.VSO33,Vetri
396,1.6830637296895958,-2.332122228914167,090.VSO33,Vetri
397,1.3495907872480741,-2.099917481567756,090.VSO33,Vetri
398,1.6981231686860874,-1.7823653142663591,090.VSO33,Vetri
399,1.8131217641756252,-2.863034828677994,090.VSO33,Vetri
400,2.197385287451361,-2.2768828402908445,090.VSO33,Vetri
401,1.7721133903669672,-1.4590961113828367,090.VSO33,Vetri
402,1.2788662892430163,-2.0056921464316653,090.VSO33,Vetri
403,2.343106032938295,-2.700340611611781,090.VSO33,Vetri
404,2.2901932862095347,-2.501661382824798,090.VSO33,Vetri
405,1.515457630009667,-1.9937280134695565,090.VSO33,Vetri
406,1.434881211474049,-2.3807906109865526,090.VSO33,Vetri
407,1.3227107861503895,-2.183396608964106,090.VSO33,Vetri
408,1.7595040490291018,-2.226393042704116,090.VSO33,Vetri
409,1.5011527976602144,-2.0225177776361383,090.VSO55,Vetri
410,1.9102904009612975,-1.621225766055471,090.VSO55,Vetri
411,1.3872346227326355,-2.374526008451537,090.VSO66,Vetri
412,1.8742539824054494,-2.8567038986212987,090.VSO66,Vetri
413,1.5993338225782554,-2.2910303038222724,090.VST33.SI,Vetri
414,1.401693660603746,-2.5918160969308484,090.VST33.SI,Vetri
415,2.239373484312251,-2.2873602192441895,090.VST33.SI,Vetri
416,1.7454246277245073,-2.177232681943927,090.VST33.SI,Vetri
417,2.059256512742237,-1.698370502198924,090.VST33.SI,Vetri
418,1.9768787369581529,-2.3494400521345993,090.VST33.SI,Vetri
419,1.4694620307601995,-2.050840872539958,090.VST33.SI,Vetri
420,2.29539163419048,-2.19334150007831,090.VST33.SI,Vetri
421,1.8236871295325052,-1.9009324181105214,090.VST33.SI,Vetri
422,1.8073598019479578,-2.4039555644184247,090.VST33.SI,Vetri
423,1.6977612016705346,-2.8406932099320055,090.VST33.SI,Vetri
424,2.1449057945468026,-2.060687733117616,090.VST33.SI,Vetri
425,1.5344203339361882,-2.2070187971614934,090.VST33.SI,Vetri
426,2.0811967419684505,-1.8285461065454858,090.VST33.SI,Vetri
427,1.8153052642202647,-1.8761327934982297,090.VST33.SI,Vetri
428,1.5702613415159028,-2.4519314005212633,090.VST33.SI,Vetri
429,1.8727808883672634,-2.486459482224135,090.VST33.SI,Vetri
430,1.532150453737552,-2.597584897892476,090.VST33.SI,Vetri
431,1.9047000812639328,-1.785577567873534,090.VST33.SI,Vetri
432,1.8752579335690864,-2.2608707428019055,090.VST33.SI,Vetri
433,2.3004343556633584,-2.206387623902947,090.VST33.SI,Vetri
434,2.1677203069661353,-2.192197188217258,090.VST33.SI,Vetri
435,1.6076839631545454,-2.3060411038638096,090.VST33.SI,Vetri
436,1.167258853325707,-1.8660075008632133,090.VST33.SI,Vetri
437,1.8888162872088503,-2.1331587185009733,090.VST33.SI,Vetri
438,1.8843599890766691,-1.8915908684566003,090.VST33.SI,Vetri
